kind,task,target,n,base_rate,auroc,auroc_lo,auroc_hi,worst_stratum,worst_stratum_auroc,never,always,oracle,routed,waste
transfer,lsat->gsm8k,needs_thinking,,,0.47974051156644065,0.4505506842673861,0.5089303388654952,,,,,,,-1.5271647097576224
transfer,lsat->math500,helped,,,0.5134138711074747,0.4452100325689494,0.581617709646,,,,,,,1.2836128892525278
transfer,lsat->math500,needs_thinking,,,0.5373345526303124,0.4920600235945395,0.5826090816660853,,,,,,,-7.286568816144795
transfer,lsat->mmlu_pro,helped,,,0.5074320879120879,0.455997263921383,0.5588669119027928,,,,,,,1.8817912087912059
transfer,lsat->mmlu_pro,needs_thinking,,,0.5048070329670329,0.4672342483823421,0.5423798175517236,,,,,,,-4.033816849816846
transfer,math500->bbh,helped,,,0.6886087376071968,0.6729765227956461,0.7042409524187474,,,,,,,-2.258309658155566
transfer,math500->bbh,needs_thinking,,,0.7121196557252027,0.6968580764217541,0.7273812350286514,,,,,,,16.729822369267666
transfer,math500->gsm8k,helped,,,0.6860968048711202,0.654236015018237,0.7179575947240034,,,,,,,-2.0071163845479134
transfer,math500->gsm8k,needs_thinking,,,0.686889720503415,0.6405152611625962,0.7332641798442339,,,,,,,19.25281589144644
transfer,math500->lsat,helped,,,0.4574695500869998,0.4369339120354163,0.4780051881385833,,,,,,,20.855609093864132
transfer,math500->lsat,needs_thinking,,,0.5230093628303919,0.5048158739296406,0.5412028517311432,,,,,,,35.64085165874875
transfer,math500->mmlu_pro,helped,,,0.6049986813186813,0.5044823095225458,0.7055150531148168,,,,,,,6.102695970695981
transfer,math500->mmlu_pro,needs_thinking,,,0.6854193406593406,0.650887039523021,0.7199516417956603,,,,,,,19.39985387585388
transfer,mmlu_pro->bbh,helped,,,0.6152900343963518,0.5682779346771247,0.6623021341155788,,,,,,,10.494073483441746
transfer,mmlu_pro->bbh,needs_thinking,,,0.6240463183452397,0.5778134663471453,0.6702791703433342,,,,,,,15.75078997943442
transfer,mmlu_pro->gsm8k,helped,,,0.588870156977534,0.5244339121000939,0.653306401854974,,,,,,,13.136061225323525
transfer,mmlu_pro->gsm8k,needs_thinking,,,0.58206306272926,0.5499993092608192,0.6141268161977008,,,,,,,19.94911554103239
transfer,mmlu_pro->lsat,helped,,,0.5177479492915735,0.5059064559679001,0.529589442615247,,,,,,,20.24828199391957
transfer,mmlu_pro->lsat,needs_thinking,,,0.5022868506089984,0.470926522545217,0.5336471786727797,,,,,,,27.926736753058556
transfer,mmlu_pro->math500,helped,,,0.48635991721615246,0.4096178748064356,0.5631019596258694,,,,,,,23.387085201461677
transfer,mmlu_pro->math500,needs_thinking,,,0.6432272865829203,0.6312574156800995,0.655197157485741,,,,,,,13.832693155666364
